text,text_clean,rating,sentiment
Barang sesuai ekspektasi. Pengiriman cpt cuman 2 hari.,barang sesuai ekspektasi pengiriman cpt cuman hari,5,Positive
Yang ini bagus berfungsi dengan baik. Semoga awet yah bos.,yang ini bagus berfungsi dengan baik semoga awet yah bos,5,Positive
Barang tidak sesuai di foto tidak ada tulisannya asus. respon cepat,barang tidak sesuai di foto tidak ada tulisannya asus respon cepat,4,Positive
"fast respon, pesanan sampai kurang dari 24 jam, padahal pake reguler yang biasanya 48jam .. rec seller :)",fast respon pesanan sampai kurang dari jam padahal pake reguler yang biasanya jam rec seller,5,Positive
"Manteblah.. cepet bales chat, barangnya ga cacat sama sekali, pesanan tiba sesuai orderan..",manteblah cepet bales chat barangnya ga cacat sama sekali pesanan tiba sesuai orderan,5,Positive
"Barang bagus, cepat, packing aman recomendet seller ! 👍👍👍",barang bagus cepat packing aman recomendet seller,5,Positive
"Barang sesuai pesanan, pengiriman cepat",barang sesuai pesanan pengiriman cepat,5,Positive
"Dari pemesanan sampai penerimaan barang, prosesnya normal karena emang pake same day. Barangnya, bukan ori asus. Tapi, masih bisa dipake sih buat charger. Sekali pemakaian belum ada keluhan. Thanks AS komp",dari pemesanan sampai penerimaan barang prosesnya normal karena emang pake same day barangnya bukan ori asus tapi masih bisa dipake sih buat charger sekali pemakaian belum ada keluhan thanks as komp,4,Positive
Bagus Tidak sesuai gambar ya,bagus tidak sesuai gambar ya,3,Neutral
"keren, murah aman, terima kasih.",keren murah aman terima kasih,5,Positive
Mantep. Sesuai dengan yg ori,mantep sesuai dengan yg ori,5,Positive
"barang ok, sesuai deskripsi...",barang ok sesuai deskripsi,5,Positive
Mantab barang sesuai pesanan,mantab barang sesuai pesanan,5,Positive
"Packing barang rapi... Chat penjual cepat... Tapi pengiriman sangat lambat.. tidak sesuai pesanan.. saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne...tanpa ada konfirmasi
Barang sedang saya test... Saya harap kualitas barang melebihi kualitas pengiriman tokonya..",packing barang rapi chat penjual cepat tapi pengiriman sangat lambat tidak sesuai pesanan saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne tanpa ada konfirmasi barang sedang saya test saya harap kualitas barang melebihi kualitas pengiriman tokonya,1,Negative
"Ntaps nih bosquuee, 
*Bintangnya smpe baik aja yaa, karena klo sangat baik nanti ditolak*
(Kamu terlalu baik buat aquuu) :&#39;)",ntaps nih bosquuee bintangnya smpe baik aja yaa karena klo sangat baik nanti ditolak kamu terlalu baik buat aquuu,4,Positive
"Packing bagus, rapi, dan aman. Barang berfungsi dengan baik. Namun yang di foto dan yg didapat sedikit berbeda (di bagian kepala charger).",packing bagus rapi dan aman barang berfungsi dengan baik namun yang di foto dan yg didapat sedikit berbeda di bagian kepala charger,4,Positive
"recommended seller, baranf sesuai pesanan",recommended seller baranf sesuai pesanan,5,Positive
"produk sudah sampai overall bagus tp emang agak longgar gpp, hanya saja tulisan asus nya gk ada hehe malah ada tulisan china",produk sudah sampai overall bagus tp emang agak longgar gpp hanya saja tulisan asus nya gk ada hehe malah ada tulisan china,4,Positive
Barang diterima dengan baik. Terima kasih.,barang diterima dengan baik terima kasih,5,Positive
Pengiriman Cepat dan Barang sampai mulus 👍,pengiriman cepat dan barang sampai mulus,5,Positive
Mantap fast respon dan barang langsung dikirim,mantap fast respon dan barang langsung dikirim,5,Positive
.......................,,4,Positive
Barang agak lama si datengnya tapi sesuai sama ekspetasi👍👍,barang agak lama si datengnya tapi sesuai sama ekspetasi,5,Positive
"Barang ny udah langsung pake, sedeppp",barang ny udah langsung pake sedeppp,4,Positive
Barang nya bagus bisa di pakek,barang nya bagus bisa di pakek,4,Positive
"Mantap, fast respon, dan cepat datang",mantap fast respon dan cepat datang,5,Positive
fast respon..  n test langsung,fast respon n test langsung,5,Positive
"paket telah diterima tp blm s4 di tes semoga cocok.. walaupun ada sedikit missing, semoga awet dah..tar bintangnya sy tambahin ya kl sdh di tes dan cocok..ty",paket telah diterima tp blm s di tes semoga cocok walaupun ada sedikit missing semoga awet dah tar bintangnya sy tambahin ya kl sdh di tes dan cocok ty,4,Positive
"berfungsi sangat baik, trims",berfungsi sangat baik trims,5,Positive
Semoga berfungsi dengan baik ke depannya,semoga berfungsi dengan baik ke depannya,5,Positive
proses pengiriman cepat...berfungsi dengan baik,proses pengiriman cepat berfungsi dengan baik,5,Positive
Barang sesuai dengan deskripsi. Brang dibungkus dengan rapi,barang sesuai dengan deskripsi brang dibungkus dengan rapi,5,Positive
good memuaskan pelanggan,good memuaskan pelanggan,5,Positive
Barang sdh di trima dan lgs di test.. thanks ya gan sukses sll bro,barang sdh di trima dan lgs di test thanks ya gan sukses sll bro,5,Positive
proces diskusi sampe penerimaan lancar .... barang kondisi good...,proces diskusi sampe penerimaan lancar barang kondisi good,5,Positive
"Packing Rapi, Produk Ok, Rekomended Seller.. Thanks Gan",packing rapi produk ok rekomended seller thanks gan,5,Positive
"Terimakasih untuk pengirimannya, barang sudah saya terima dalam keadaan baik. sukses selalu untuk AS komputer dan Tokopedia.",terimakasih untuk pengirimannya barang sudah saya terima dalam keadaan baik sukses selalu untuk as komputer dan tokopedia,4,Positive
"Barang sudah sampai. Semoga awet, thanks Gan",barang sudah sampai semoga awet thanks gan,5,Positive
sip.                         .,sip,5,Positive
semoga awertt dan tahan lamamama,semoga awertt dan tahan lamamama,5,Positive
"thanks gan, barang sesuai deskripsi",thanks gan barang sesuai deskripsi,5,Positive
terima kasih...............................,terima kasih,5,Positive
Order batre sony vaio mbulet. Pelayanan Aftersale buruk. Pake tragedi salah barang juga yang dikirim,order batre sony vaio mbulet pelayanan aftersale buruk pake tragedi salah barang juga yang dikirim,2,Negative
Mantap. Hanya masalah di pengiriman saja...  Yg cukup lama krn baterai tdk bs lwt pswt. Overall bagus,mantap hanya masalah di pengiriman saja yg cukup lama krn baterai tdk bs lwt pswt overall bagus,4,Positive
"Gan baterai nya kok ga kedeteksi ya di sony vaio saya, kalo dari seri sama tp ga kedetek gan.
mohon infonya tks",gan baterai nya kok ga kedeteksi ya di sony vaio saya kalo dari seri sama tp ga kedetek gan mohon infonya tks,1,Negative
"Mantap, kualitas boleh diadu",mantap kualitas boleh diadu,5,Positive
Lumayan gantikan yg lama,lumayan gantikan yg lama,3,Neutral
bagus. pengiriman lewat darat..,bagus pengiriman lewat darat,5,Positive
"Fast respon,  barang udah sampe rumah,  terima kasih banyak, semoga awet",fast respon barang udah sampe rumah terima kasih banyak semoga awet,5,Positive
Kualitas produk & pelayanan biarkan bintang berbicara,kualitas produk pelayanan biarkan bintang berbicara,5,Positive
Terima kasihhhhhhhhh gannnnnnnnnnnn,terima kasihhhhhhhhh gannnnnnnnnnnn,5,Positive
Bagus. Sesuai deskripsi,bagus sesuai deskripsi,4,Positive
Warna tidak sesuai dengan gambar semogaa barang benar asli dan awet,warna tidak sesuai dengan gambar semogaa barang benar asli dan awet,4,Positive
Pengiriman cepat. Reapon baik.,pengiriman cepat reapon baik,5,Positive
"Makasih gan, pelayanan mantab. Salah pesan, datang ke toko langsung di tukar baru.",makasih gan pelayanan mantab salah pesan datang ke toko langsung di tukar baru,5,Positive
Barang sudah terpasang dan bekerja dengan baik,barang sudah terpasang dan bekerja dengan baik,5,Positive
top markotop. sangat sangat membantu. respon cepat,top markotop sangat sangat membantu respon cepat,5,Positive
packing barang rapi. Produk semoga memuaskan. Terima kasih.,packing barang rapi produk semoga memuaskan terima kasih,5,Positive
barang nya udah sampai . respon sangat cpt . dan brg nya bener   sudah di pake dengan normal .  thanks gan . lain kali ane beli di sini lg,barang nya udah sampai respon sangat cpt dan brg nya bener sudah di pake dengan normal thanks gan lain kali ane beli di sini lg,5,Positive
"Barang sesuai order , semoga awet . Thx",barang sesuai order semoga awet thx,5,Positive
fast respon..... order barang lgsg di kirim.... sempet ketuker baterainya.... ( kesalahan saya krn tidak cek model baterainya )... retur jg lumayan respon nya.... ty,fast respon order barang lgsg di kirim sempet ketuker baterainya kesalahan saya krn tidak cek model baterainya retur jg lumayan respon nya ty,5,Positive
"Mantab cepat sampai, barang sesuai deskripsi",mantab cepat sampai barang sesuai deskripsi,5,Positive
"Barang tiba dgn selamat, lancar, dan sesuai deskripsi. Barang udah dicoba dan sejauh ini nggak ada masalah.",barang tiba dgn selamat lancar dan sesuai deskripsi barang udah dicoba dan sejauh ini nggak ada masalah,5,Positive
"Barang mantap...pengiriman tepat waktu dan penjualnya responsif
Mantap!!!!",barang mantap pengiriman tepat waktu dan penjualnya responsif mantap,5,Positive
Barang sudah di terima...recomended seller .tapi belum sempet di coba,barang sudah di terima recomended seller tapi belum sempet di coba,4,Positive
"Barang sudah sampai... 
Respon penjual cepat. Mantap",barang sudah sampai respon penjual cepat mantap,5,Positive
Barang bagus dan sesuai yang ditawarkan,barang bagus dan sesuai yang ditawarkan,5,Positive
barang udh diterima makasiiihhh,barang udh diterima makasiiihhh,5,Positive
belum dicoba tapi keliatannya cocok,belum dicoba tapi keliatannya cocok,5,Positive
Maaf gan kok gk sesuai sama gambar/foto yg dideskripsi ya? Gmn nh gan?,maaf gan kok gk sesuai sama gambar foto yg dideskripsi ya gmn nh gan,2,Negative
bagus......................................................................,bagus,5,Positive
Barang bagus sesuai pesanan,barang bagus sesuai pesanan,5,Positive
"packing baik ,terima kasih gan",packing baik terima kasih gan,5,Positive
bagus ..........................................................,bagus,5,Positive
"barang sesuai, sudah dipasang dan sudah berfungsi baik",barang sesuai sudah dipasang dan sudah berfungsi baik,5,Positive
Cepat sampai belum saya cek dgn laptop,cepat sampai belum saya cek dgn laptop,4,Positive
Paket sudah terima sesuai pesanan... Trima kasih...,paket sudah terima sesuai pesanan trima kasih,5,Positive
"Thanks gan, barangnya oke.... 
Servisnya juga mantep...",thanks gan barangnya oke servisnya juga mantep,5,Positive
Pengiriman cpat dan kualitas barang ok memang ori sih. Semoga awet.,pengiriman cpat dan kualitas barang ok memang ori sih semoga awet,5,Positive
"Respon Cepat, pengiriman aman. Kondisi baterai langsung on tidak ada masalah. Mudah2an awet.",respon cepat pengiriman aman kondisi baterai langsung on tidak ada masalah mudah an awet,5,Positive
"Fast respond, barang sesuai pesanan. Thanks!",fast respond barang sesuai pesanan thanks,5,Positive
"Packing bagus bgt dan aman, barang sampai dgn selamat dan berfungsi dgn baik, terima kasih",packing bagus bgt dan aman barang sampai dgn selamat dan berfungsi dgn baik terima kasih,5,Positive
"Barang sudah diterima dengan kondisi yg baik, sudah dipasang jg dan berfungsi dgn baik. Thanks gan",barang sudah diterima dengan kondisi yg baik sudah dipasang jg dan berfungsi dgn baik thanks gan,5,Positive
makasiii.....................................,makasiii,4,Positive
"mantul gan, responsive, fast delivery sukses yah",mantul gan responsive fast delivery sukses yah,5,Positive
"Rekomended store, thanks gan",rekomended store thanks gan,4,Positive
"Cukup baik, tidak seperti feel keyboard aslinya. Dan tidak backlit.",cukup baik tidak seperti feel keyboard aslinya dan tidak backlit,3,Neutral
Barang yang dikirim tidak ada backlit sesuai di deskripsi,barang yang dikirim tidak ada backlit sesuai di deskripsi,2,Negative
Barang diterima dengan cepat dan lamgsung dipasanh,barang diterima dengan cepat dan lamgsung dipasanh,4,Positive
barang bagus dan packing oke,barang bagus dan packing oke,4,Positive
"Sebulan pertama sih puas, meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak.

Kira-kira sebulan setengah setelah masa pembelian baru muncul errornya. Beberapa tombol sudah tidak berjalan dengan semestinya.

Dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad..",sebulan pertama sih puas meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak kira kira sebulan setengah setelah masa pembelian baru muncul errornya beberapa tombol sudah tidak berjalan dengan semestinya dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad,2,Negative
Baru dan berfungsi dgn baik,baru dan berfungsi dgn baik,5,Positive
terimakasih yah pesanannya sudah sampai,terimakasih yah pesanannya sudah sampai,5,Positive
sangat sesuai dgn gambar & cepaat..good job,sangat sesuai dgn gambar cepaat good job,5,Positive
Fast response. barang sesuai description (backlight  berfungsi). recomended seller,fast response barang sesuai description backlight berfungsi recomended seller,5,Positive
"terimakasih, packing rapi
unit belom dicoba, semoga bisa berfungsi sebagaimana mestinya",terimakasih packing rapi unit belom dicoba semoga bisa berfungsi sebagaimana mestinya,4,Positive
Recommended Seller!!! Barang sangat bagus.. Semuanya normal.. dan ada Backlight.nya.. Keren.. dan tentunya FAST RESPOND!! TOP,recommended seller barang sangat bagus semuanya normal dan ada backlight nya keren dan tentunya fast respond top,5,Positive
barang sesuai. cocok. smg awet.  tks bos,barang sesuai cocok smg awet tks bos,5,Positive
"barang sesuai dengan gambar,
posisi enter, titik koma berbeda dengan keyboard bawaan, namun barang berfungsi dengan baik.",barang sesuai dengan gambar posisi enter titik koma berbeda dengan keyboard bawaan namun barang berfungsi dengan baik,5,Positive
"bagus, murah n cepat kirimnya.. tks gan...",bagus murah n cepat kirimnya tks gan,5,Positive
"Fast respon. packing rapih aman, Walaupun sempat barang tidak jalan tetapi dapat retur, recomended seller deh pokok nya",fast respon packing rapih aman walaupun sempat barang tidak jalan tetapi dapat retur recomended seller deh pokok nya,5,Positive
Respon penjual cepat dan kualitas barang sesuai ekspektasi,respon penjual cepat dan kualitas barang sesuai ekspektasi,5,Positive
terima kasih gan keyboard udah saya terima dan test makyus...,terima kasih gan keyboard udah saya terima dan test makyus,5,Positive
bagus walau barang sampai diretur lagi dikirm lgi dengan yg baru pelayanan mantap,bagus walau barang sampai diretur lagi dikirm lgi dengan yg baru pelayanan mantap,5,Positive
"Barng sudah sampai dengan aman, ini baru charge 30menit an kok puanas yo,opo gak overheat nantinya",barng sudah sampai dengan aman ini baru charge menit an kok puanas yo opo gak overheat nantinya,4,Positive
"Produk tdk ssuai gambar,, trus ad bagian yg sdh cacat.. Ketika d charge sbntar.. Adaptor sdh panas berlebihan. Thx..",produk tdk ssuai gambar trus ad bagian yg sdh cacat ketika d charge sbntar adaptor sdh panas berlebihan thx,1,Negative
"Barang sesuai spek, tidak sesuai foto.",barang sesuai spek tidak sesuai foto,3,Neutral
Terimakasih....................,terimakasih,5,Positive
Terimakasih............,terimakasih,5,Positive
Sesuai deskripsi... Cepat sampai. Recommend deh.....,sesuai deskripsi cepat sampai recommend deh,4,Positive
barang sudah di terima dan test. running oke. semoga bisa tahan lama charger nya. thanks om,barang sudah di terima dan test running oke semoga bisa tahan lama charger nya thanks om,4,Positive
